"Source: EMFAC2021 (v1.0.1) Emissions Inventory"
"Region Type: County"
"Region: San Mateo"
"Calendar Year: 2020, 2030, 2040, 2050"
"Season: Annual"
"Vehicle Classification: EMFAC202x Categories"
"Units:  miles/year for CVMT and EVMT, trips/year for Trips, kWh/year for Energy Consumption, tons/year for Emissions, 1000 gallons/year for Fuel Consumption"

Region,"Calendar Year","Vehicle Category","Model Year",Speed,Fuel,Population,"Total VMT",CVMT,EVMT,Trips,"Energy Consumption",NOx_RUNEX,NOx_IDLEX,NOx_STREX,NOx_TOTEX,PM2.5_RUNEX,PM2.5_IDLEX,PM2.5_STREX,PM2.5_TOTEX,PM2.5_PMTW,PM2.5_PMBW,PM2.5_TOTAL,PM10_RUNEX,PM10_IDLEX,PM10_STREX,PM10_TOTEX,PM10_PMTW,PM10_PMBW,PM10_TOTAL,CO2_RUNEX,CO2_IDLEX,CO2_STREX,CO2_TOTEX,CH4_RUNEX,CH4_IDLEX,CH4_STREX,CH4_TOTEX,N2O_RUNEX,N2O_IDLEX,N2O_STREX,N2O_TOTEX,ROG_RUNEX,ROG_IDLEX,ROG_STREX,ROG_TOTEX,ROG_DIURN,ROG_HOTSOAK,ROG_RUNLOSS,ROG_TOTAL,TOG_RUNEX,TOG_IDLEX,TOG_STREX,TOG_TOTEX,TOG_DIURN,TOG_HOTSOAK,TOG_RUNLOSS,TOG_TOTAL,CO_RUNEX,CO_IDLEX,CO_STREX,CO_TOTEX,SOx_RUNEX,SOx_IDLEX,SOx_STREX,SOx_TOTEX,NH3_RUNEX,"Fuel Consumption"
"San Mateo",2030,LDT1,Aggregate,Aggregate,Diesel,0.204115166186637,2127.766298283053,2127.766298283053,0,348.52456812896463,0,0.00005968648248916273,0,0,0.00005968648248916273,0.000007891407127457707,0,0,0.000007891407127457707,0.000004690921715202248,0.000006290080172999844,0.0000188724090156598,0.000008248221540160843,0,0,0.000008248221540160843,0.000018763686860808992,0.000017971657637142417,0.000044983566038112255,0.8460169325274544,0,0,0.8460169325274544,0.0000011984794152890473,0,0,0.0000011984794152890473,0.00013329031225091438,0,0,0.00013329031225091438,0.000025802556190866243,0,0,0.000025802556190866243,0,0,0,0.000025802556190866243,0.00002937449475280766,0,0,0.00002937449475280766,0,0,0,0.00002937449475280766,0.00023784014138692998,0,0,0.00023784014138692998,0.000008016440383647073,0,0,0.000008016440383647073,0.000007270926574709088,0.0755743574495911
"San Mateo",2030,LDT1,Aggregate,Aggregate,Electricity,315.433159196705,3733700.0767970625,0,3733700.0767970625,541941.0462446254,1441516.3886807782,0,0,0,0,0,0,0,0,0.008231399652505302,0.006298294253583446,0.014529693906088749,0,0,0,0,0.03292559861002121,0.017995126438809843,0.05092072504883105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Mateo",2040,LDA,Aggregate,Aggregate,Gasoline,239013.44866363314,2024148260.7576642,2024148260.7576642,0,389548215.1248268,0,43.498310033704385,0,71.09809964498734,114.59640967869173,1.1240679045944388,0,0.37898841228434965,1.5030563168787885,4.462483045642202,5.320698411661725,11.286237774182716,1.2225264071866524,0,0.4121844775939278,1.6347108847805802,17.849932182568807,15.201995461890647,34.686638529240035,524631.2927268278,0,24484.518985557323,549115.8117123852,2.035551398866244,0,14.361930194486593,16.397481593352836,6.524307229426328,0,10.10519409444016,16.62950132386649,6.361269649717383,0,59.76362178974069,66.12489143945807,84.49351335202591,17.47712487311733,64.43174928597496,232.52727895057626,9.28234974031441,0,65.4336432809663,74.71599302128071,84.49351335202591,17.47712487311013,64.43174928594846,241.11838053236522,960.2325696042138,0,762.9020909989235,1723.1346606031375,5.186514444446766,0,0.24205439733471387,5.42856884178148,93.24878771895301,57903.57624081096
"San Mateo",2040,LDA,Aggregate,Aggregate,Diesel,181.87711402584702,1284700.883475721,1284700.883475721,0,277922.72594094696,0,0.035314019832054795,0,0,0.035314019832054795,0.002332769389749171,0,0,0.002332769389749171,0.0028322806300196835,0.00340249401701498,0.008567544036783835,0.002438246870042772,0,0,0.002438246870042772,0.011329122520078734,0.009721411477185658,0.023488780867307164,273.2853234145904,0,0,273.2853234145904,0.0003518601206124692,0,0,0.0003518601206124692,0.04305621399645071,0,0,0.04305621399645071,0.007575341234574796,0,0,0.007575341234574796,0,0,0,0.007575341234574796,0.008624022352658012,0,0,0.008624022352658012,0,0,0,0.008624022352658012,0.20140097901650078,0,0,0.20140097901650078,0.0025895173236472786,0,0,0.0025895173236472786,0.004390033718342714,24.41246968398134
"San Mateo",2040,LDA,Aggregate,Aggregate,Electricity,31852.52452852199,303909311.3405572,0,303909311.3405572,52654891.81632109,117334077.17791727,0,0,0,0,0,0,0,0,0.6700053427718738,0.514308532859233,1.1843138756311067,0,0,0,0,2.6800213710874954,1.46945295102638,4.149474322113876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Mateo",2040,LDT1,Aggregate,Aggregate,Gasoline,31069.933098235306,244860281.08070993,244860281.08070993,0,49559453.309737355,0,6.366217362113478,0,10.122955183627026,16.4891725457405,0.14932181990250334,0,0.052118183707429044,0.2014400036099324,0.5398245148627829,0.7808436954688388,1.522108213941554,0.16240110339761307,0,0.05668328009056154,0.2190843834881746,2.1592980594511317,2.230981987053825,4.609364429993132,73623.29752680885,0,3621.449309140934,77244.74683594979,0.29640531869672726,0,1.9741178235305914,2.2705231422273187,0.8657745549794893,0,1.3941728535070896,2.259947408486579,0.9841704738638142,0,8.279151572787375,9.26332204665119,13.736712680566523,2.6890807303225204,10.466249189460969,36.1553646470012,1.4360992452034713,0,9.06462885714562,10.50072810234909,13.736712680566523,2.689080730321413,10.466249189456665,37.392770702693696,130.625053021971,0,102.75972743589226,233.38478045786326,0.7278412503491705,0,0.03580171334055602,0.7636429636897265,11.199335485532895,8145.362038782974
"San Mateo",2040,LDT1,Aggregate,Aggregate,Diesel,0.33808376987874494,2805.103227860067,2805.103227860067,0,552.9937597777454,0,0.00008225611515696078,0,0,0.00008225611515696078,0.00001176124748462068,0,0,0.00001176124748462068,0.000006184194032761325,0.000008835763399681673,0.000026781204917063678,0.00001229303890611247,0,0,0.00001229303890611247,0.0000247367761310453,0.000025245038284804786,0.00006227485332196255,1.0914720351340133,0,0,1.0914720351340133,0.0000017166487349365685,0,0,0.0000017166487349365685,0.00017196186362550435,0,0,0.00017196186362550435,0.00003695843656396679,0,0,0.00003695843656396679,0,0,0,0.00003695843656396679,0.000042074722864260926,0,0,0.000042074722864260926,0,0,0,0.000042074722864260926,0.00038120979627961606,0,0,0.00038120979627961606,0.000010342252221749498,0,0,0.000010342252221749498,0.000009585498003567306,0.09750076453318945
"San Mateo",2040,LDT1,Aggregate,Aggregate,Electricity,797.5262436192194,7751721.338109039,0,7751721.338109039,1328164.4220433335,2992804.2208886887,0,0,0,0,0,0,0,0,0.01708962022026302,0.013126488489935372,0.03021610871019839,0,0,0,0,0.06835848088105208,0.03750425282838678,0.10586273370943886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Mateo",2050,LDA,Aggregate,Aggregate,Gasoline,243756.93051113427,1988239066.526084,1988239066.526084,0,397675056.35339457,0,41.127839235817916,0,68.18653178710186,109.31437102291977,0.955556386400811,0,0.3148403754095618,1.2703967618103729,4.383316823706897,5.22715230348987,10.88086588900714,1.039254756012561,0,0.34241763456952334,1.3816723905820842,17.53326729482759,14.934720867113914,33.84966055252359,509844.61652498256,0,24448.99021593593,534293.6067409185,1.8941283060797327,0,13.011953744927506,14.906082051007239,6.2701587872414395,0,9.981430101963475,16.251588889204914,5.780692601176391,0,51.54919456729324,57.32988716846963,75.71455777933573,14.5769367202429,58.75375394046124,206.37513560850954,8.435173073939888,0,56.439879440446255,64.87505251438614,75.71455777933573,14.576936720236905,58.75375394043705,213.92030095439583,926.102553077425,0,717.3792864237562,1643.4818395011812,5.040333096194328,0,0.2417031592759297,5.282036255470257,91.98858339943085,56340.593246484495
"San Mateo",2050,LDA,Aggregate,Aggregate,Diesel,151.720507431751,1146470.58358108,1146470.58358108,0,239974.42528370247,0,0.009913610942198824,0,0,0.009913610942198824,0.0008884062711405154,0,0,0.0008884062711405154,0.0025275349838470166,0.0030173336556886666,0.006433274910676199,0.0009285760604770476,0,0,0.0009285760604770476,0.010110139935388066,0.008620953301967618,0.019659669297832732,236.30738878056007,0,0,236.30738878056007,0.00021322574038110337,0,0,0.00021322574038110337,0.037230325335996683,0,0,0.037230325335996683,0.004590624650983738,0,0,0.004590624650983738,0,0,0,0.004590624650983738,0.005226120959680941,0,0,0.005226120959680941,0,0,0,0.005226120959680941,0.14937815630216814,0,0,0.14937815630216814,0.002239132600709735,0,0,0.002239132600709735,0.003917678102152646,21.10924543121009
"San Mateo",2050,LDA,Aggregate,Aggregate,Electricity,34131.26948050759,306146735.1957125,0,306146735.1957125,55951249.805360064,118197907.4506473,0,0,0,0,0,0,0,0,0.6749380180176132,0.5182950519604206,1.1932330699780338,0,0,0,0,2.699752072070453,1.4808430056012016,4.180595077671654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Mateo",2050,LDT1,Aggregate,Aggregate,Gasoline,32735.15428463545,245225370.08078557,245225370.08078557,0,51975984.45418751,0,5.557966460879283,0,9.9949899326103,15.552956393489584,0.12255476568314067,0,0.042599537398419186,0.16515430308155984,0.5406293983313379,0.7848160171301362,1.490599718543034,0.13328948968458365,0,0.04633088373988656,0.1796203734244702,2.1625175933253518,2.242331477514675,4.5844694442644975,72387.35330580334,0,3690.0282580459243,76077.38156384925,0.25373880409304683,0,1.7733422431221217,2.0270810472151686,0.8094904135512115,0,1.4122660376475504,2.221756451198762,0.7876273484165206,0,7.110113426955766,7.897740775372286,14.228751955281876,2.3640468362024047,11.035686087653643,35.52622565451021,1.1493039779194756,0,7.784679236868104,8.93398321478758,14.228751955281876,2.364046836201431,11.035686087649095,36.56246809391998,124.5173684383573,0,97.81778460775134,222.33515304610864,0.7156226834362863,0,0.036479686069235615,0.7521023695055219,11.320400922347542,8022.264829428981
"San Mateo",2050,LDT1,Aggregate,Aggregate,Diesel,0.39163613929325464,2972.0178625579842,2972.0178625579842,0,626.7501963042699,0,0.00008790319914459654,0,0,0.00008790319914459654,0.000012864194081938283,0,0,0.000012864194081938283,0.000006552177812333976,0.000009488744318939041,0.0000289051162132113,0.000013445855854307735,0,0,0.000013445855854307735,0.000026208711249335904,0.00002711069805411155,0.00006676526515775518,1.1489563984676594,0,0,1.1489563984676594,0.0000018405778802684222,0,0,0.0000018405778802684222,0.00018101854847860338,0,0,0.00018101854847860338,0.00003962655809806921,0,0,0.00003962655809806921,0,0,0,0.00003962655809806921,0.00004511220184206424,0,0,0.00004511220184206424,0,0,0,0.00004511220184206424,0.00042103696629898436,0,0,0.00042103696629898436,0.000010886945778034943,0,0,0.000010886945778034943,0.000010155872698434992,0.10263581993847612
"San Mateo",2050,LDT1,Aggregate,Aggregate,Electricity,1063.8201659992653,9087852.354022382,0,9087852.354022382,1717834.858548215,3508661.0699251653,0,0,0,0,0,0,0,0,0.020035284883699357,0.015420590364413869,0.03545587524811322,0,0,0,0,0.08014113953479743,0.04405882961261105,0.12419996914740848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
